Gender,Age,Height(cm),Weight(kg),Lifestyle,Exercise,Daily Calories Intake,Target,"How motivated are you for being healthy
(in %)",Body Mass Index (BMI),Basal Metabolic Rate (BMR),Type,Body Fat Percentage (BFP),Body Type,"Daily Calorie Need (Based on BMR and Exercise)
(in Calorie)","Total Daily Energy Expenditure (TDEE) (Based on BMR and Lifestyle)
(in Calorie)",Suggestion
0,45,158,58,2,3,3738,1,76,23.23,1350.5,2,22.0301,1,2330,3039,1
0,45,158,62,2,3,2941,2,76,24.84,1405.5,2,23.9529,1,2424,3162,2
0,45,158,66,2,0,3549,0,86,26.44,1460.5,2,25.8757,2,1753,3286,3
0,45,158,70,2,1,3853,1,88,28.04,1515.5,2,27.7985,2,2084,3410,2
0,45,158,74,2,2,2933,2,92,29.64,1570.5,2,29.7212,2,2434,3534,4
0,45,158,78,2,3,4133,0,72,31.24,1625.5,2,31.644,3,2804,3657,0
0,45,158,82,2,0,2760,1,69,32.85,1680.5,2,33.5668,3,2017,3781,1
0,45,158,86,2,1,3085,2,70,34.45,1735.5,2,35.4895,3,2386,3905,4
0,45,158,90,2,2,4069,0,66,36.05,1790.5,2,37.4123,3,2775,4029,0
0,45,158,94,2,3,4692,1,69,37.65,1845.5,2,39.3351,3,3183,4152,0
0,45,158,98,2,0,5046,2,72,39.26,1900.5,2,41.2578,3,2281,4276,2
0,45,158,102,2,1,4972,0,90,40.86,1955.5,2,43.1806,3,2689,4400,3
0,45,164,50,2,2,2373,1,93,18.59,1270.52,2,16.4581,1,1969,2859,1
0,45,164,54,2,3,2595,2,60,20.08,1325.52,2,18.2428,1,2287,2982,2
0,45,164,58,2,0,2982,0,62,21.56,1380.52,2,20.0275,1,1657,3106,0
0,45,164,62,2,1,4102,1,92,23.05,1435.52,2,21.8121,1,1974,3230,1
0,45,164,66,2,2,3220,2,95,24.54,1490.52,2,23.5968,1,2310,3354,4
0,45,164,70,2,3,2747,0,65,26.03,1545.52,2,25.3814,2,2666,3477,0
0,45,164,74,2,0,4646,1,92,27.51,1600.52,2,27.1661,2,1921,3601,2
0,45,164,78,2,1,3799,2,66,29.0,1655.52,2,28.9507,2,2276,3725,2
0,45,164,82,2,2,3695,0,87,30.49,1710.52,2,30.7354,3,2651,3849,3
0,45,164,86,2,3,3615,1,62,31.98,1765.52,2,32.52,3,3046,3972,1
0,45,164,90,2,0,2867,2,67,33.46,1820.52,2,34.3047,3,2185,4096,4
0,45,164,94,2,1,3081,0,84,34.95,1875.52,2,36.0893,3,2579,4220,3
0,45,164,98,2,2,5169,1,74,36.44,1930.52,2,37.874,3,2992,4344,0
0,45,164,102,2,3,4423,2,65,37.92,1985.52,2,39.6586,3,3425,4467,2
0,45,170,50,2,0,2926,0,71,17.3,1300.53,2,14.9112,0,1561,2926,1
0,45,170,54,2,1,2470,1,90,18.69,1355.53,2,16.5721,1,1864,3050,1
0,45,170,58,2,2,2952,2,83,20.07,1410.53,2,18.233,1,2186,3174,4
0,45,170,62,2,3,2341,0,69,21.45,1465.53,2,19.8939,1,2528,3297,0
0,45,170,66,2,0,4277,1,73,22.84,1520.53,2,21.5548,1,1825,3421,1
0,45,170,70,2,1,3049,2,64,24.22,1575.53,2,23.2157,1,2166,3545,2
0,45,170,74,2,2,2825,0,85,25.61,1630.53,2,24.8766,2,2527,3669,3
0,45,170,78,2,3,4475,1,70,26.99,1685.53,2,26.5375,2,2908,3792,1
0,45,170,82,2,0,2781,2,83,28.37,1740.53,2,28.1984,2,2089,3916,4
0,45,170,86,2,1,3070,0,89,29.76,1795.54,2,29.8593,2,2469,4040,3
0,45,170,90,2,2,4747,1,81,31.14,1850.54,2,31.5202,3,2868,4164,0
0,45,170,94,2,3,5316,2,66,32.53,1905.54,2,33.1811,3,3287,4287,2
0,45,170,98,2,0,3838,0,92,33.91,1960.54,2,34.842,3,2353,4411,3
0,45,170,102,2,1,3174,1,74,35.29,2015.54,2,36.5029,3,2771,4535,1
0,45,176,50,2,2,2634,2,61,16.14,1330.55,2,13.5198,0,2062,2994,2
0,45,176,54,2,3,2432,0,91,17.43,1385.55,2,15.0694,0,2390,3117,1
0,45,176,58,2,0,2723,1,81,18.72,1440.55,2,16.619,1,1729,3241,1
0,45,176,62,2,1,3230,2,95,20.02,1495.55,2,18.1686,1,2056,3365,4
0,45,176,66,2,2,4396,0,65,21.31,1550.55,2,19.7182,1,2403,3489,0
0,45,176,70,2,3,3540,1,62,22.6,1605.55,2,21.2678,1,2770,3612,1
0,45,176,74,2,3,2690,2,72,23.89,1660.55,2,22.8174,1,2864,3736,2
0,45,176,78,2,0,4979,0,63,25.18,1715.55,2,24.3669,2,2059,3860,0
0,45,176,82,2,1,5139,1,77,26.47,1770.55,2,25.9165,2,2435,3984,1
0,45,176,86,2,2,3574,2,63,27.76,1825.55,2,27.4661,2,2830,4107,1
0,45,176,90,2,3,5331,0,93,29.05,1880.55,2,29.0157,2,3244,4231,3
0,45,176,94,2,0,5313,1,62,30.35,1935.55,2,30.5653,3,2323,4355,0
0,45,176,98,2,1,3314,2,66,31.64,1990.55,2,32.1149,3,2737,4479,4
0,45,176,102,2,2,4971,0,77,32.93,2045.55,2,33.6645,3,3171,4602,0
0,45,182,50,2,3,3459,1,68,15.09,1360.57,2,12.2638,0,2347,3061,1
0,45,182,54,2,0,3663,2,95,16.3,1415.57,2,13.7129,0,1699,3185,4
0,45,182,58,2,1,3573,0,75,17.51,1470.57,2,15.162,0,2022,3309,1
0,45,182,62,2,2,4256,1,68,18.72,1525.57,2,16.6111,1,2365,3433,1
0,45,182,66,2,3,4090,2,93,19.93,1580.57,2,18.0602,1,2726,3556,4
0,45,182,70,2,0,2907,0,75,21.13,1635.57,2,19.5093,1,1963,3680,0
0,45,182,74,2,1,2701,1,78,22.34,1690.57,2,20.9584,1,2325,3804,1
0,45,182,78,2,2,4792,2,66,23.55,1745.57,2,22.4075,1,2706,3928,2
0,45,182,82,2,3,3849,0,66,24.76,1800.57,2,23.8566,1,3106,4051,0
0,45,182,86,2,0,4426,1,79,25.96,1855.57,2,25.3057,2,2227,4175,1
0,45,182,90,2,1,3439,2,89,27.17,1910.57,2,26.7548,2,2627,4299,1
0,45,182,94,2,2,3936,0,68,28.38,1965.57,2,28.2039,2,3047,4423,0
0,45,182,98,2,3,5456,1,86,29.59,2020.57,2,29.653,2,3485,4546,2
0,45,182,102,2,0,4296,2,91,30.79,2075.57,2,31.1021,3,2491,4670,2
0,45,152,50,2,1,3350,0,90,21.64,1210.48,2,20.1195,1,1664,2724,0
0,45,152,54,2,2,3531,1,73,23.37,1265.48,2,22.1971,1,1961,2847,1
0,45,152,58,2,3,3744,2,63,25.1,1320.48,2,24.2747,2,2278,2971,2
0,45,152,62,2,0,3404,0,64,26.84,1375.48,2,26.3522,2,1651,3095,0
0,45,152,66,2,1,3508,1,79,28.57,1430.48,2,28.4298,2,1967,3219,1
0,45,152,70,2,2,2373,2,63,30.3,1485.48,2,30.5073,3,2302,3342,4
0,45,152,74,2,3,3882,0,91,32.03,1540.48,2,32.5849,3,2657,3466,3
0,45,152,78,2,0,3015,1,90,33.76,1595.48,2,34.6625,3,1915,3590,1
0,45,152,82,2,1,3676,2,72,35.49,1650.48,2,36.74,3,2269,3714,2
0,45,152,86,2,2,4758,0,67,37.22,1705.48,2,38.8176,3,2643,3837,0
0,45,152,90,2,3,4555,1,92,38.95,1760.48,2,40.8952,3,3037,3961,0
0,45,152,94,2,0,5147,2,76,40.69,1815.48,2,42.9727,3,2179,4085,2
0,45,152,98,2,1,2946,0,91,42.42,1870.48,2,45.0503,3,2572,4209,3
0,45,152,102,2,2,3856,1,67,44.15,1925.48,2,47.1278,3,2984,4332,1
0,45,158,50,2,3,3377,2,86,20.03,1240.5,2,18.1846,1,2140,2791,4
0,45,158,54,2,0,2361,0,67,21.63,1295.5,2,20.1074,1,1555,2915,0
0,45,158,58,2,1,2127,1,61,23.23,1350.5,2,22.0301,1,1857,3039,1
0,45,158,62,2,2,2593,2,87,24.84,1405.5,2,23.9529,1,2179,3162,4
0,45,158,66,2,3,3746,0,61,26.44,1460.5,2,25.8757,2,2519,3286,0
0,45,158,70,2,0,4058,1,84,28.04,1515.5,2,27.7985,2,1819,3410,2
0,45,158,74,2,1,3675,2,61,29.64,1570.5,2,29.7212,2,2159,3534,2
0,45,158,78,2,2,2853,0,72,31.24,1625.5,2,31.644,3,2520,3657,0
0,45,158,82,2,3,3554,1,79,32.85,1680.5,2,33.5668,3,2899,3781,1
0,45,158,86,2,3,3671,2,69,34.45,1735.5,2,35.4895,3,2994,3905,2
0,45,158,90,2,0,5036,0,64,36.05,1790.5,2,37.4123,3,2149,4029,0
0,45,158,94,2,1,5398,1,64,37.65,1845.5,2,39.3351,3,2538,4152,0
0,45,158,98,2,2,5516,2,76,39.26,1900.5,2,41.2578,3,2946,4276,2
0,45,158,102,2,3,3960,0,69,40.86,1955.5,2,43.1806,3,3373,4400,0
0,45,164,50,2,0,3230,1,92,18.59,1270.52,2,16.4581,1,1525,2859,1
0,45,164,54,2,1,2625,2,68,20.08,1325.52,2,18.2428,1,1823,2982,2
0,45,164,58,2,2,2951,0,94,21.56,1380.52,2,20.0275,1,2140,3106,0
0,45,164,62,2,3,3779,1,92,23.05,1435.52,2,21.8121,1,2476,3230,1
0,45,164,66,2,0,4293,2,74,24.54,1490.52,2,23.5968,1,1789,3354,2
0,45,164,70,2,1,2817,0,77,26.03,1545.52,2,25.3814,2,2125,3477,0
0,45,164,74,2,2,4033,1,88,27.51,1600.52,2,27.1661,2,2481,3601,2
0,45,164,78,2,3,3464,2,63,29.0,1655.52,2,28.9507,2,2856,3725,2
0,45,164,82,2,0,4657,0,65,30.49,1710.52,2,30.7354,3,2053,3849,0
0,45,164,86,2,1,3138,1,86,31.98,1765.52,2,32.52,3,2428,3972,1
0,45,164,90,2,2,4629,2,61,33.46,1820.52,2,34.3047,3,2822,4096,2
0,45,164,94,2,3,5064,0,79,34.95,1875.52,2,36.0893,3,3235,4220,0
0,45,164,98,2,0,5299,1,85,36.44,1930.52,2,37.874,3,2317,4344,0
0,45,164,102,2,1,4021,2,62,37.92,1985.52,2,39.6586,3,2730,4467,2
0,45,170,50,2,2,2868,0,62,17.3,1300.53,2,14.9112,0,2016,2926,1
0,45,170,54,2,3,3324,1,94,18.69,1355.53,2,16.5721,1,2338,3050,1
0,45,170,58,2,0,2856,2,91,20.07,1410.53,2,18.233,1,1693,3174,4
0,45,170,62,2,1,3825,0,93,21.45,1465.53,2,19.8939,1,2015,3297,0
0,45,170,66,2,2,3182,1,84,22.84,1520.53,2,21.5548,1,2357,3421,1
0,45,170,70,2,3,3970,2,84,24.22,1575.53,2,23.2157,1,2718,3545,4
0,45,170,74,2,0,3045,0,77,25.61,1630.53,2,24.8766,2,1957,3669,0
0,45,170,78,2,1,3337,1,91,26.99,1685.53,2,26.5375,2,2318,3792,2
0,45,170,82,2,2,4504,2,89,28.37,1740.53,2,28.1984,2,2698,3916,2
0,45,170,86,2,3,4040,0,64,29.76,1795.54,2,29.8593,2,3097,4040,0
0,45,170,90,2,0,4788,1,86,31.14,1850.54,2,31.5202,3,2221,4164,0
0,45,170,94,2,1,4073,2,94,32.53,1905.54,2,33.1811,3,2620,4287,2
0,45,170,98,2,2,5382,0,74,33.91,1960.54,2,34.842,3,3039,4411,0
0,45,170,102,2,3,4308,1,93,35.29,2015.54,2,36.5029,3,3477,4535,1
0,45,176,50,2,0,2155,2,91,16.14,1330.55,2,13.5198,0,1597,2994,4
0,45,176,54,2,1,2712,0,79,17.43,1385.55,2,15.0694,0,1905,3117,1
0,45,176,58,2,2,3565,1,66,18.72,1440.55,2,16.619,1,2233,3241,1
0,45,176,62,2,3,4240,2,74,20.02,1495.55,2,18.1686,1,2580,3365,2
0,45,176,66,2,0,2721,0,70,21.31,1550.55,2,19.7182,1,1861,3489,0
0,45,176,70,2,1,4371,1,81,22.6,1605.55,2,21.2678,1,2208,3612,1
0,45,176,74,2,2,4297,2,87,23.89,1660.55,2,22.8174,1,2574,3736,4
0,45,176,78,2,3,4285,0,79,25.18,1715.55,2,24.3669,2,2959,3860,0
0,45,176,82,2,0,4900,1,74,26.47,1770.55,2,25.9165,2,2125,3984,1
0,45,176,86,2,1,4600,2,91,27.76,1825.55,2,27.4661,2,2510,4107,2
0,45,176,90,2,2,4316,0,90,29.05,1880.55,2,29.0157,2,2915,4231,3
0,45,176,94,2,3,5574,1,77,30.35,1935.55,2,30.5653,3,3339,4355,0
0,45,176,98,2,3,5240,2,76,31.64,1990.55,2,32.1149,3,3434,4479,2
0,45,176,102,2,0,3636,0,63,32.93,2045.55,2,33.6645,3,2455,4602,0
0,45,182,50,2,1,3551,1,63,15.09,1360.57,2,12.2638,0,1871,3061,1
0,45,182,54,2,2,2612,2,76,16.3,1415.57,2,13.7129,0,2194,3185,2
0,45,182,58,2,3,4169,0,86,17.51,1470.57,2,15.162,0,2537,3309,1
0,45,182,62,2,0,4050,1,82,18.72,1525.57,2,16.6111,1,1831,3433,1
0,45,182,66,2,1,2561,2,67,19.93,1580.57,2,18.0602,1,2173,3556,2
0,45,182,70,2,2,3165,0,76,21.13,1635.57,2,19.5093,1,2535,3680,0
0,45,182,74,2,3,4032,1,60,22.34,1690.57,2,20.9584,1,2916,3804,1
0,45,182,78,2,0,3024,2,82,23.55,1745.57,2,22.4075,1,2095,3928,4
0,45,182,82,2,1,4051,0,79,24.76,1800.57,2,23.8566,1,2476,4051,0
0,45,182,86,2,2,4426,1,63,25.96,1855.57,2,25.3057,2,2876,4175,1
0,45,182,90,2,3,4944,2,83,27.17,1910.57,2,26.7548,2,3296,4299,2
0,45,182,94,2,0,4157,0,93,28.38,1965.57,2,28.2039,2,2359,4423,3
0,45,182,98,2,1,3319,1,72,29.59,2020.57,2,29.653,2,2778,4546,1
0,45,182,102,2,2,5137,2,82,30.79,2075.57,2,31.1021,3,3217,4670,2
0,50,152,50,2,3,1933,0,60,21.64,1176.71,2,21.2695,1,2030,2648,0
0,50,152,54,2,0,2882,1,65,23.37,1231.71,2,23.3471,1,1478,2771,1
0,50,152,58,2,1,3764,2,60,25.1,1286.71,2,25.4247,2,1769,2895,2
0,50,152,62,2,2,3472,0,87,26.84,1341.71,2,27.5022,2,2080,3019,3
0,50,152,66,2,3,3237,1,95,28.57,1396.71,2,29.5798,2,2409,3143,2
0,50,152,70,2,0,2417,2,74,30.3,1451.71,2,31.6573,3,1742,3266,4
0,50,152,74,2,1,3695,0,60,32.03,1506.71,2,33.7349,3,2072,3390,0
0,50,152,78,2,2,2776,1,67,33.76,1561.71,2,35.8125,3,2421,3514,1
0,50,152,82,2,3,2874,2,82,35.49,1616.71,2,37.89,3,2789,3638,4
0,50,152,86,2,0,4025,0,90,37.22,1671.71,2,39.9676,3,2006,3761,3
0,50,152,90,2,1,3885,1,95,38.95,1726.71,2,42.0452,3,2374,3885,1
0,50,152,94,2,2,4209,2,71,40.69,1781.71,2,44.1227,3,2762,4009,2
0,50,152,98,2,3,5331,0,92,42.42,1836.71,2,46.2003,3,3168,4133,3
0,50,152,102,2,0,4214,1,69,44.15,1891.71,2,48.2778,3,2270,4256,1
0,50,158,50,2,1,2851,2,66,20.03,1206.72,2,19.3346,1,1659,2715,2
0,50,158,54,2,2,3009,0,78,21.63,1261.72,2,21.2574,1,1956,2839,0
0,50,158,58,2,3,3526,1,88,23.23,1316.72,2,23.1801,1,2271,2963,1
0,50,158,62,2,0,3642,2,87,24.84,1371.72,2,25.1029,1,1646,3086,4
0,50,158,66,2,1,3403,0,75,26.44,1426.72,2,27.0257,2,1962,3210,0
0,50,158,70,2,2,2867,1,91,28.04,1481.72,2,28.9485,2,2297,3334,2
0,50,158,74,2,3,4495,2,69,29.64,1536.72,2,30.8712,2,2651,3458,2
0,50,158,78,2,0,3617,0,76,31.24,1591.72,2,32.794,3,1910,3581,0
0,50,158,82,2,1,4224,1,73,32.85,1646.72,2,34.7168,3,2264,3705,0
0,50,158,86,2,2,3101,2,93,34.45,1701.72,2,36.6395,3,2638,3829,4
0,50,158,90,2,3,4308,0,65,36.05,1756.72,2,38.5623,3,3030,3953,0
0,50,158,94,2,0,2935,1,66,37.65,1811.72,2,40.4851,3,2174,4076,1
0,50,158,98,2,1,3612,2,70,39.26,1866.72,2,42.4078,3,2567,4200,4
0,50,158,102,2,2,4843,0,92,40.86,1921.72,2,44.3306,3,2979,4324,3
0,50,164,50,2,3,3506,1,93,18.59,1236.74,2,17.6081,1,2133,2783,1
0,50,164,54,2,3,2965,2,93,20.08,1291.74,2,19.3928,1,2228,2906,4
0,50,164,58,2,0,2242,0,60,21.56,1346.74,2,21.1775,1,1616,3030,0
0,50,164,62,2,1,2397,1,83,23.05,1401.74,2,22.9621,1,1927,3154,1
0,50,164,66,2,2,3900,2,80,24.54,1456.74,2,24.7468,1,2258,3278,4
0,50,164,70,2,3,3265,0,61,26.03,1511.74,2,26.5314,2,2608,3401,0
0,50,164,74,2,0,4406,1,79,27.51,1566.74,2,28.3161,2,1880,3525,1
0,50,164,78,2,1,2919,2,84,29.0,1621.74,2,30.1007,2,2230,3649,4
0,50,164,82,2,2,4150,0,82,30.49,1676.74,2,31.8854,3,2599,3773,3
0,50,164,86,2,3,4442,1,77,31.98,1731.74,2,33.67,3,2987,3896,0
0,50,164,90,2,0,4221,2,71,33.46,1786.74,2,35.4547,3,2144,4020,2
0,50,164,94,2,1,3854,0,75,34.95,1841.74,2,37.2393,3,2532,4144,0
0,50,164,98,2,2,4737,1,76,36.44,1896.74,2,39.024,3,2940,4268,0
0,50,164,102,2,3,4172,2,93,37.92,1951.74,2,40.8086,3,3367,4391,2
0,50,170,50,2,0,2565,0,60,17.3,1266.76,2,16.0612,0,1520,2850,1
0,50,170,54,2,1,3539,1,61,18.69,1321.76,2,17.7221,1,1817,2974,1
0,50,170,58,2,2,3593,2,75,20.07,1376.76,2,19.383,1,2134,3098,2
0,50,170,62,2,3,3737,0,85,21.45,1431.76,2,21.0439,1,2470,3221,0
0,50,170,66,2,0,2576,1,63,22.84,1486.76,2,22.7048,1,1784,3345,1
0,50,170,70,2,1,4024,2,81,24.22,1541.76,2,24.3657,1,2120,3469,4
0,50,170,74,2,2,3305,0,91,25.61,1596.76,2,26.0266,2,2475,3593,3
0,50,170,78,2,3,3679,1,87,26.99,1651.76,2,27.6875,2,2849,3716,2
0,50,170,82,2,0,3149,2,64,28.37,1706.76,2,29.3484,2,2048,3840,4
0,50,170,86,2,1,3686,0,60,29.76,1761.76,2,31.0093,2,2422,3964,0
0,50,170,90,2,2,4456,1,68,31.14,1816.76,2,32.6702,3,2816,4088,1
0,50,170,94,2,3,4464,2,93,32.53,1871.76,2,34.3311,3,3229,4211,2
0,50,170,98,2,0,3035,0,61,33.91,1926.76,2,35.992,3,2312,4335,0
0,50,170,102,2,1,5797,1,67,35.29,1981.76,2,37.6529,3,2725,4459,0
0,50,176,50,2,2,3355,2,65,16.14,1296.78,2,14.6698,0,2010,2918,2
0,50,176,54,2,3,2312,0,84,17.43,1351.78,2,16.2194,0,2332,3042,1
0,50,176,58,2,0,2722,1,73,18.72,1406.78,2,17.769,1,1688,3165,1
0,50,176,62,2,1,4045,2,82,20.02,1461.78,2,19.3186,1,2010,3289,4
0,50,176,66,2,2,3140,0,70,21.31,1516.78,2,20.8682,1,2351,3413,0
0,50,176,70,2,3,4138,1,89,22.6,1571.78,2,22.4178,1,2711,3537,1
0,50,176,74,2,0,4099,2,91,23.89,1626.78,2,23.9674,1,1952,3660,4
0,50,176,78,2,1,4087,0,87,25.18,1681.78,2,25.5169,2,2312,3784,3
0,50,176,82,2,2,4963,1,85,26.47,1736.78,2,27.0665,2,2692,3908,2
0,50,176,86,2,3,4636,2,74,27.76,1791.78,2,28.6161,2,3091,4032,2
0,50,176,90,2,0,3740,0,74,29.05,1846.78,2,30.1657,2,2216,4155,0
0,50,176,94,2,1,3851,1,63,30.35,1901.78,2,31.7153,3,2615,4279,1
0,50,176,98,2,2,5415,2,79,31.64,1956.78,2,33.2649,3,3033,4403,2
0,50,176,102,2,3,4210,0,80,32.93,2011.78,2,34.8145,3,3470,4527,3
0,50,182,50,2,0,3045,1,86,15.09,1326.8,2,13.4138,0,1592,2985,1
0,50,182,54,2,1,3078,2,69,16.3,1381.8,2,14.8629,0,1900,3109,2
0,50,182,58,2,2,3912,0,76,17.51,1436.8,2,16.312,0,2227,3233,1
0,50,182,62,2,3,3457,1,74,18.72,1491.8,2,17.7611,1,2573,3357,1
0,50,182,66,2,3,2541,2,68,19.93,1546.8,2,19.2102,1,2668,3480,2
0,50,182,70,2,0,2955,0,70,21.13,1601.8,2,20.6593,1,1922,3604,0
0,50,182,74,2,1,3280,1,61,22.34,1656.8,2,22.1084,1,2278,3728,1
0,50,182,78,2,2,3543,2,86,23.55,1711.8,2,23.5575,1,2653,3852,4
0,50,182,82,2,3,4929,0,79,24.76,1766.8,2,25.0066,1,3048,3975,0
0,50,182,86,2,0,4591,1,77,25.96,1821.8,2,26.4557,2,2186,4099,1
0,50,182,90,2,1,4307,2,95,27.17,1876.8,2,27.9048,2,2581,4223,2
0,50,182,94,2,2,4477,0,72,28.38,1931.8,2,29.3539,2,2994,4347,0
0,50,182,98,2,3,4068,1,70,29.59,1986.8,2,30.803,2,3427,4470,1
0,50,182,102,2,0,3446,2,63,30.79,2041.8,2,32.2521,3,2450,4594,4
0,50,152,50,2,1,2197,0,84,21.64,1176.71,2,21.2695,1,1618,2648,0
0,50,152,54,2,2,2910,1,80,23.37,1231.71,2,23.3471,1,1909,2771,1
0,50,152,58,2,3,3532,2,92,25.1,1286.71,2,25.4247,2,2220,2895,2
0,50,152,62,2,0,3562,0,74,26.84,1341.71,2,27.5022,2,1610,3019,0
0,50,152,66,2,1,4023,1,94,28.57,1396.71,2,29.5798,2,1920,3143,2
0,50,152,70,2,2,2678,2,65,30.3,1451.71,2,31.6573,3,2250,3266,4
0,50,152,74,2,3,3933,0,79,32.03,1506.71,2,33.7349,3,2599,3390,0
0,50,152,78,2,0,2530,1,91,33.76,1561.71,2,35.8125,3,1874,3514,1
0,50,152,82,2,1,3965,2,82,35.49,1616.71,2,37.89,3,2223,3638,2
0,50,152,86,2,2,3686,0,62,37.22,1671.71,2,39.9676,3,2591,3761,0
0,50,152,90,2,3,4235,1,88,38.95,1726.71,2,42.0452,3,2979,3885,1
0,50,152,94,2,0,3047,2,65,40.69,1781.71,2,44.1227,3,2138,4009,4
0,50,152,98,2,1,5248,0,84,42.42,1836.71,2,46.2003,3,2525,4133,3
0,50,152,102,2,2,4767,1,89,44.15,1891.71,2,48.2778,3,2932,4256,0
0,50,158,50,2,3,2851,2,82,20.03,1206.72,2,19.3346,1,2082,2715,4
0,50,158,54,2,0,2839,0,64,21.63,1261.72,2,21.2574,1,1514,2839,0
0,50,158,58,2,1,3733,1,81,23.23,1316.72,2,23.1801,1,1810,2963,1
0,50,158,62,2,2,2500,2,90,24.84,1371.72,2,25.1029,1,2126,3086,4
0,50,158,66,2,3,3852,0,66,26.44,1426.72,2,27.0257,2,2461,3210,0
0,50,158,70,2,0,4067,1,74,28.04,1481.72,2,28.9485,2,1778,3334,1
0,50,158,74,2,1,2420,2,93,29.64,1536.72,2,30.8712,2,2113,3458,4
0,50,158,78,2,2,4298,0,69,31.24,1591.72,2,32.794,3,2467,3581,0
0,50,158,82,2,3,3186,1,70,32.85,1646.72,2,34.7168,3,2841,3705,1
0,50,158,86,2,0,3216,2,62,34.45,1701.72,2,36.6395,3,2042,3829,4
0,50,158,90,2,1,4111,0,94,36.05,1756.72,2,38.5623,3,2415,3953,3
0,50,158,94,2,2,4199,1,79,37.65,1811.72,2,40.4851,3,2808,4076,1
0,50,158,98,2,3,4956,2,74,39.26,1866.72,2,42.4078,3,3220,4200,2
0,50,158,102,2,0,3286,0,69,40.86,1921.72,2,44.3306,3,2306,4324,0
0,50,164,50,2,1,2337,1,76,18.59,1236.74,2,17.6081,1,1701,2783,1
0,50,164,54,2,2,3255,2,91,20.08,1291.74,2,19.3928,1,2002,2906,4
0,50,164,58,2,3,3333,0,80,21.56,1346.74,2,21.1775,1,2323,3030,0
0,50,164,62,2,0,3249,1,70,23.05,1401.74,2,22.9621,1,1682,3154,1
0,50,164,66,2,1,2425,2,70,24.54,1456.74,2,24.7468,1,2003,3278,2
0,50,164,70,2,2,2789,0,93,26.03,1511.74,2,26.5314,2,2343,3401,3
0,50,164,74,2,3,2926,1,82,27.51,1566.74,2,28.3161,2,2703,3525,2
0,50,164,78,2,3,3211,2,84,29.0,1621.74,2,30.1007,2,2798,3649,4
0,50,164,82,2,0,3471,0,89,30.49,1676.74,2,31.8854,3,2012,3773,3
0,50,164,86,2,1,3663,1,87,31.98,1731.74,2,33.67,3,2381,3896,1
0,50,164,90,2,2,3498,2,69,33.46,1786.74,2,35.4547,3,2769,4020,4
0,50,164,94,2,3,5097,0,70,34.95,1841.74,2,37.2393,3,3177,4144,0
0,50,164,98,2,0,5079,1,87,36.44,1896.74,2,39.024,3,2276,4268,0
0,50,164,102,2,1,4084,2,93,37.92,1951.74,2,40.8086,3,2684,4391,2
0,50,170,50,2,2,2679,0,61,17.3,1266.76,2,16.0612,0,1963,2850,1
0,50,170,54,2,3,2082,1,66,18.69,1321.76,2,17.7221,1,2280,2974,1
0,50,170,58,2,0,3624,2,79,20.07,1376.76,2,19.383,1,1652,3098,2
0,50,170,62,2,1,4188,0,64,21.45,1431.76,2,21.0439,1,1969,3221,0
0,50,170,66,2,2,4182,1,80,22.84,1486.76,2,22.7048,1,2304,3345,1
0,50,170,70,2,3,3053,2,72,24.22,1541.76,2,24.3657,1,2660,3469,2
0,50,170,74,2,0,4275,0,62,25.61,1596.76,2,26.0266,2,1916,3593,0
0,50,170,78,2,1,3568,1,82,26.99,1651.76,2,27.6875,2,2271,3716,2
0,50,170,82,2,2,3648,2,69,28.37,1706.76,2,29.3484,2,2645,3840,2
0,50,170,86,2,3,3726,0,79,29.76,1761.76,2,31.0093,2,3039,3964,0
0,50,170,90,2,0,3066,1,90,31.14,1816.76,2,32.6702,3,2180,4088,1
0,50,170,94,2,1,4043,2,63,32.53,1871.76,2,34.3311,3,2574,4211,2
0,50,170,98,2,2,4985,0,87,33.91,1926.76,2,35.992,3,2986,4335,3
0,50,170,102,2,3,3344,1,65,35.29,1981.76,2,37.6529,3,3419,4459,1
0,50,176,50,2,0,2655,2,82,16.14,1296.78,2,14.6698,0,1556,2918,4
0,50,176,54,2,1,3528,0,85,17.43,1351.78,2,16.2194,0,1859,3042,1
0,50,176,58,2,2,3893,1,91,18.72,1406.78,2,17.769,1,2181,3165,1
0,50,176,62,2,3,2368,2,79,20.02,1461.78,2,19.3186,1,2522,3289,2
0,50,176,66,2,0,3515,0,62,21.31,1516.78,2,20.8682,1,1820,3413,0
0,50,176,70,2,1,4527,1,61,22.6,1571.78,2,22.4178,1,2161,3537,1
0,50,176,74,2,2,4502,2,83,23.89,1626.78,2,23.9674,1,2522,3660,4
0,50,176,78,2,3,3822,0,81,25.18,1681.78,2,25.5169,2,2901,3784,3
0,50,176,82,2,0,4689,1,62,26.47,1736.78,2,27.0665,2,2084,3908,1
0,50,176,86,2,1,3467,2,63,27.76,1791.78,2,28.6161,2,2464,4032,4
0,50,176,90,2,2,4529,0,76,29.05,1846.78,2,30.1657,2,2863,4155,0
0,50,176,94,2,3,3509,1,95,30.35,1901.78,2,31.7153,3,3281,4279,1
0,50,176,98,2,0,4975,2,69,31.64,1956.78,2,33.2649,3,2348,4403,2
0,50,176,102,2,1,3485,0,70,32.93,2011.78,2,34.8145,3,2766,4527,0
0,50,182,50,2,2,2896,1,76,15.09,1326.8,2,13.4138,0,2057,2985,1
